filename,chandler,joey,monica,phoebe,rachel,ross
0_8wewPn7TZfs_0.jpg,0.0,0.0,0.0,0.0,1.0,0.0
0_8wewPn7TZfs_1.jpg,0.0,1.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_2.jpg,0.0,1.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_3.jpg,0.0,0.0,0.0,0.0,1.0,1.0
0_8wewPn7TZfs_4.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_5.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_6.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_7.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_8.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_9.jpg,0.0,0.0,1.0,0.0,1.0,0.0
0_8wewPn7TZfs_10.jpg,0.0,1.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_11.jpg,0.0,1.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_12.jpg,0.0,1.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_13.jpg,0.0,0.0,1.0,0.0,1.0,0.0
0_8wewPn7TZfs_14.jpg,0.0,0.0,1.0,0.0,1.0,0.0
0_8wewPn7TZfs_15.jpg,0.0,0.0,1.0,0.0,1.0,0.0
0_8wewPn7TZfs_16.jpg,0.0,0.0,1.0,0.0,1.0,0.0
0_8wewPn7TZfs_17.jpg,0.0,0.0,1.0,0.0,1.0,0.0
0_8wewPn7TZfs_18.jpg,0.0,0.0,1.0,0.0,1.0,0.0
0_8wewPn7TZfs_19.jpg,0.0,0.0,1.0,0.0,1.0,0.0
0_8wewPn7TZfs_20.jpg,1.0,0.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_21.jpg,1.0,0.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_22.jpg,1.0,0.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_23.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_24.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_25.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_26.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_27.jpg,1.0,0.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_28.jpg,1.0,0.0,0.0,0.0,0.0,0.0
0_8wewPn7TZfs_29.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_30.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_31.jpg,0.0,0.0,1.0,0.0,1.0,1.0
0_8wewPn7TZfs_32.jpg,0.0,0.0,0.0,0.0,1.0,1.0
0_8wewPn7TZfs_33.jpg,0.0,0.0,0.0,0.0,1.0,1.0
0_8wewPn7TZfs_34.jpg,0.0,0.0,0.0,0.0,1.0,1.0
0_8wewPn7TZfs_35.jpg,0.0,0.0,0.0,0.0,1.0,1.0
0_8wewPn7TZfs_36.jpg,0.0,0.0,0.0,0.0,1.0,1.0
